year,team,shirt_number,position,player,birth_date,caps,goals,club,club_country,league_country,iffhs_ranking_year,iffhs_league_rank,clubelo_name,clubelo_rating,clubelo_division_level,clubelo_date
2014,Croatia,21,DF,Domagoj Vida,1989-04-29,23,,Dynamo Kyiv,Ukraine,Ukraine,2013,14.0,Dynamo Kyiv,1666.5,1.0,2014-01-01
2014,Croatia,22,FW,Eduardo,1983-02-25,63,,Shakhtar Donetsk,Ukraine,Ukraine,2013,14.0,Shakhtar,1801.1,1.0,2014-01-01
2014,Croatia,23,GK,Danijel Subašić,1984-10-27,6,,Monaco,France,France,2013,7.0,Monaco,1647.9,1.0,2014-01-01
2014,Mexico,1,GK,Jesús Corona,1981-01-26,34,,Cruz Azul,Mexico,Mexico,2013,15.0,,,,
2014,Mexico,2,DF,Francisco Javier Rodríguez,1981-10-20,95,,América [28],Mexico,Mexico,2013,15.0,,,,
2014,Mexico,3,DF,Carlos Salcido,1980-04-02,122,,UANL [29],Mexico,Mexico,2013,15.0,,,,
2014,Mexico,4,DF,Rafael Márquez,1979-02-13,120,,León,Mexico,Mexico,2013,15.0,,,,
2014,Mexico,5,DF,Diego Reyes,1992-09-19,14,,Porto,Portugal,Portugal,2013,18.0,Porto,1806.6,1.0,2014-01-01
2014,Mexico,6,MF,Héctor Herrera,1990-04-19,13,,Porto,Portugal,Portugal,2013,18.0,Porto,1806.6,1.0,2014-01-01
2014,Mexico,7,DF,Miguel Layún,1988-06-25,15,,América,Mexico,Mexico,2013,15.0,,,,
2014,Mexico,8,MF,Marco Fabián,1989-07-21,15,,Cruz Azul [30],Mexico,Mexico,2013,15.0,,,,
2014,Mexico,9,FW,Raúl Jiménez,1991-05-05,25,,América,Mexico,Mexico,2013,15.0,,,,
2014,Mexico,10,MF,Giovani dos Santos,1989-05-11,76,,Villarreal,Spain,Spain,2013,1.0,Villarreal,1730.4,1.0,2014-01-01
2014,Mexico,11,FW,Alan Pulido,1991-03-08,6,,UANL,Mexico,Mexico,2013,15.0,,,,
2014,Mexico,12,GK,Alfredo Talavera,1982-09-18,14,,Toluca,Mexico,Mexico,2013,15.0,,,,
2014,Mexico,13,GK,Guillermo Ochoa,1985-07-13,59,,Ajaccio [31],France,France,2013,7.0,Ajaccio,1454.3,1.0,2014-01-01
2014,Mexico,14,FW,Javier Hernández,1988-06-01,62,,Manchester United,England,England,2013,2.0,Man United,1920.7,1.0,2014-01-01
2014,Mexico,15,DF,Héctor Moreno,1988-01-17,53,,Espanyol,Spain,Spain,2013,1.0,Espanyol,1690.4,1.0,2014-01-01
2014,Mexico,16,DF,Miguel Ángel Ponce,1989-04-12,8,,Toluca [32],Mexico,Mexico,2013,15.0,,,,
2014,Mexico,17,MF,Isaác Brizuela,1990-08-28,7,,Toluca,Mexico,Mexico,2013,15.0,,,,
2014,Mexico,18,MF,Andrés Guardado,1986-09-28,104,,Bayer Leverkusen [33],Germany,Germany,2013,3.0,,,,
2014,Mexico,19,FW,Oribe Peralta,1984-01-12,33,,Santos Laguna [34],Mexico,Mexico,2013,15.0,,,,
2014,Mexico,20,MF,Javier Aquino,1990-02-11,22,,Villarreal,Spain,Spain,2013,1.0,Villarreal,1730.4,1.0,2014-01-01
2014,Mexico,21,MF,Carlos Peña,1990-03-29,16,,León,Mexico,Mexico,2013,15.0,,,,
2014,Mexico,22,DF,Paul Aguilar,1986-03-06,30,,América,Mexico,Mexico,2013,15.0,,,,
2014,Mexico,23,MF,José Juan Vázquez,1988-03-14,5,,León,Mexico,Mexico,2013,15.0,,,,
2014,Australia,1,GK,Mathew Ryan,1992-04-08,7,,Club Brugge,Belgium,Belgium,2013,16.0,Brugge,1554.4,1.0,2014-01-01
2014,Australia,2,DF,Ivan Franjic,1987-09-10,9,,Brisbane Roar,Australia,Australia,2013,99.0,,,,
2014,Australia,3,DF,Jason Davidson,1991-06-29,7,,Heracles Almelo,Netherlands,Netherlands,2013,21.0,,,,
2014,Australia,4,FW,Tim Cahill,1979-12-06,69,,New York Red Bulls,United States,United States,2013,49.0,,,,
2014,Australia,5,MF,Mark Milligan,1985-08-04,29,,Melbourne Victory,Australia,Australia,2013,99.0,,,,
2014,Australia,6,DF,Matthew Spiranovic,1988-06-27,18,,Western Sydney Wanderers,Australia,Australia,2013,99.0,,,,
2014,Australia,7,FW,Mathew Leckie,1991-02-04,8,,FSV Frankfurt [36],Germany,Germany,2013,3.0,FSV Frankfurt,1484.6,2.0,2014-01-01
2014,Australia,8,DF,Bailey Wright,1992-07-28,0,,Preston North End,England,England,2013,2.0,,,,
2014,Australia,9,FW,Adam Taggart,1993-06-02,5,,Newcastle Jets [37],Australia,Australia,2013,99.0,,,,
2014,Australia,10,MF,Ben Halloran,1992-06-14,2,,Fortuna Düsseldorf,Germany,Germany,2013,3.0,Duesseldorf,1526.0,2.0,2014-01-01
2014,Australia,11,MF,Tommy Oar,1991-12-10,15,,Utrecht,Netherlands,Netherlands,2013,21.0,Utrecht,1472.3,1.0,2014-01-01
2014,Australia,12,GK,Mitchell Langerak,1988-08-22,3,,Borussia Dortmund,Germany,Germany,2013,3.0,Dortmund,1898.8,1.0,2014-01-01
2014,Australia,13,MF,Oliver Bozanic,1989-01-08,3,,Luzern,Switzerland,Switzerland,2013,12.0,Luzern,1534.7,1.0,2014-01-01
2014,Australia,14,MF,James Troisi,1988-07-03,11,,Melbourne Victory [38],Australia,Australia,2013,99.0,,,,
2014,Australia,15,MF,Mile Jedinak,1984-08-03,44,,Crystal Palace,England,England,2013,2.0,Crystal Palace,1544.7,1.0,2014-01-01
2014,Australia,16,MF,James Holland,1989-05-15,14,,Austria Wien,Austria,Austria,2013,28.0,Austria Wien,1582.0,1.0,2014-01-01
2014,Australia,17,MF,Matt McKay,1983-01-11,47,,Brisbane Roar,Australia,Australia,2013,99.0,,,,
2014,Australia,18,GK,Eugene Galekovic,1981-06-12,8,,Adelaide United,Australia,Australia,2013,99.0,,,,
2014,Australia,19,DF,Ryan McGowan,1989-08-15,9,,Shandong Luneng Taishan,China,China,2013,34.0,,,,
2014,Australia,20,MF,Dario Vidošić,1987-04-08,23,,Sion,Switzerland,Switzerland,2013,12.0,Sion,1449.0,1.0,2014-01-01
2014,Australia,21,MF,Massimo Luongo,1992-09-25,1,,Swindon Town,England,England,2013,2.0,,,,
2014,Australia,22,DF,Alex Wilkinson,1984-08-13,3,,Jeonbuk Hyundai Motors,South Korea,South Korea,2013,23.0,,,,
2014,Australia,23,MF,Mark Bresciano,1980-02-11,74,,Al-Gharafa,Qatar,Qatar,2013,66.0,,,,
2014,Chile,1,GK,Claudio Bravo,1983-04-13,79,,Real Sociedad [40],Spain,Spain,2013,1.0,,,,
2014,Chile,2,DF,Eugenio Mena,1988-07-18,25,,Santos,Brazil,Brazil,2013,5.0,,,,
2014,Chile,3,DF,Miiko Albornoz,1990-11-30,2,,Malmö FF [41],Sweden,Sweden,2013,45.0,,,,
2014,Chile,4,MF,Mauricio Isla,1988-06-12,47,,Juventus,Italy,Italy,2013,4.0,Juventus,1863.6,1.0,2014-01-01
2014,Chile,5,MF,Francisco Silva,1986-02-11,12,,Osasuna,Spain,Spain,2013,1.0,Osasuna,1650.7,1.0,2014-01-01
2014,Chile,6,MF,Carlos Carmona,1987-02-21,44,,Atalanta,Italy,Italy,2013,4.0,Atalanta,1557.6,1.0,2014-01-01
2014,Chile,7,FW,Alexis Sánchez,1988-12-19,67,,Barcelona [42],Spain,Spain,2013,1.0,Barcelona,2039.1,1.0,2014-01-01
2014,Chile,8,MF,Arturo Vidal,1987-05-22,54,,Juventus,Italy,Italy,2013,4.0,Juventus,1863.6,1.0,2014-01-01
2014,Chile,9,FW,Mauricio Pinilla,1984-02-04,27,,Cagliari,Italy,Italy,2013,4.0,Cagliari,1598.4,1.0,2014-01-01
2014,Chile,10,MF,Jorge Valdivia,1983-10-03,57,,Palmeiras,Brazil,Brazil,2013,5.0,,,,
2014,Chile,11,FW,Eduardo Vargas,1989-11-20,30,,Valencia [43],Spain,Spain,2013,1.0,Valencia,1759.4,1.0,2014-01-01
2014,Chile,12,GK,Cristopher Toselli,1988-06-22,4,,Universidad Católica,Chile,Chile,2013,19.0,,,,
2014,Chile,13,DF,José Manuel Rojas,1983-06-03,19,,Universidad de Chile,Chile,Chile,2013,19.0,,,,
2014,Chile,14,MF,Fabián Orellana,1986-01-27,26,,Celta Vigo,Spain,Spain,2013,1.0,Celta,1638.8,1.0,2014-01-01
2014,Chile,15,MF,Jean Beausejour,1984-06-03,59,,Wigan Athletic,England,England,2013,2.0,Wigan,1558.0,2.0,2014-01-01
2014,Chile,16,MF,Felipe Gutiérrez,1990-10-08,18,,Twente,Netherlands,Netherlands,2013,21.0,Twente,1594.5,1.0,2014-01-01
2014,Chile,17,DF,Gary Medel,1987-08-03,61,,Cardiff City,Wales,England,2013,2.0,Cardiff,1589.6,1.0,2014-01-01
2014,Chile,18,DF,Gonzalo Jara,1985-08-29,65,,Nottingham Forest [44],England,England,2013,2.0,,,,
2014,Chile,19,MF,José Pedro Fuenzalida,1985-02-22,23,,Colo-Colo,Chile,Chile,2013,19.0,,,,
2014,Chile,20,MF,Charles Aránguiz,1989-04-17,21,,Internacional,Brazil,Brazil,2013,5.0,,,,
2014,Chile,21,MF,Marcelo Díaz,1986-12-30,21,,Basel,Switzerland,Switzerland,2013,12.0,Basel,1682.1,1.0,2014-01-01
2014,Chile,22,FW,Esteban Paredes,1980-08-01,35,,Colo-Colo,Chile,Chile,2013,19.0,,,,
2014,Chile,23,GK,Johnny Herrera,1981-05-09,8,,Universidad de Chile,Chile,Chile,2013,19.0,,,,
2014,Netherlands,1,GK,Jasper Cillessen,1989-04-22,8,,Ajax,Netherlands,Netherlands,2013,21.0,Ajax,1705.5,1.0,2014-01-01
2014,Netherlands,2,DF,Ron Vlaar,1985-02-16,24,,Aston Villa,England,England,2013,2.0,Aston Villa,1656.2,1.0,2014-01-01
2014,Netherlands,3,DF,Stefan de Vrij,1992-02-05,12,,Feyenoord,Netherlands,Netherlands,2013,21.0,Feyenoord,1572.8,1.0,2014-01-01
2014,Netherlands,4,DF,Bruno Martins Indi,1992-02-08,16,,Feyenoord,Netherlands,Netherlands,2013,21.0,Feyenoord,1572.8,1.0,2014-01-01
2014,Netherlands,5,DF,Daley Blind,1990-03-09,12,,Ajax,Netherlands,Netherlands,2013,21.0,Ajax,1705.5,1.0,2014-01-01
2014,Netherlands,6,MF,Nigel de Jong,1984-11-30,71,,Milan,Italy,Italy,2013,4.0,Milan,1742.4,1.0,2014-01-01
2014,Netherlands,7,DF,Daryl Janmaat,1989-07-22,16,,Feyenoord,Netherlands,Netherlands,2013,21.0,Feyenoord,1572.8,1.0,2014-01-01
2014,Netherlands,8,MF,Jonathan de Guzmán,1987-09-13,10,,Swansea City,Wales,England,2013,2.0,Swansea,1687.7,1.0,2014-01-01
2014,Netherlands,9,FW,Robin van Persie,1983-08-06,85,,Manchester United,England,England,2013,2.0,Man United,1920.7,1.0,2014-01-01
2014,Netherlands,10,MF,Wesley Sneijder,1984-06-09,99,,Galatasaray,Turkey,Turkey,2013,13.0,Galatasaray,1713.5,1.0,2014-01-01
2014,Netherlands,11,FW,Arjen Robben,1984-01-23,75,,Bayern Munich,Germany,Germany,2013,3.0,Bayern,2080.9,1.0,2014-01-01
2014,Netherlands,12,DF,Paul Verhaegh,1983-09-01,2,,FC Augsburg,Germany,Germany,2013,3.0,Augsburg,1679.7,1.0,2014-01-01
2014,Netherlands,13,DF,Joël Veltman,1992-01-15,2,,Ajax,Netherlands,Netherlands,2013,21.0,Ajax,1705.5,1.0,2014-01-01
2014,Netherlands,14,DF,Terence Kongolo,1994-02-14,1,,Feyenoord,Netherlands,Netherlands,2013,21.0,Feyenoord,1572.8,1.0,2014-01-01
2014,Netherlands,15,FW,Dirk Kuyt,1980-07-22,98,,Fenerbahçe,Turkey,Turkey,2013,13.0,Fenerbahce,1711.9,1.0,2014-01-01
2014,Netherlands,16,MF,Jordy Clasie,1991-06-27,8,,Feyenoord,Netherlands,Netherlands,2013,21.0,Feyenoord,1572.8,1.0,2014-01-01
2014,Netherlands,17,FW,Jeremain Lens,1987-11-24,22,,Dynamo Kyiv,Ukraine,Ukraine,2013,14.0,Dynamo Kyiv,1666.5,1.0,2014-01-01
2014,Netherlands,18,MF,Leroy Fer,1990-01-05,6,,Norwich City,England,England,2013,2.0,Norwich,1650.0,1.0,2014-01-01
2014,Netherlands,19,FW,Klaas-Jan Huntelaar,1983-08-12,62,,Schalke 04,Germany,Germany,2013,3.0,Schalke,1786.5,1.0,2014-01-01
2014,Netherlands,20,MF,Georginio Wijnaldum,1990-11-11,5,,PSV Eindhoven,Netherlands,Netherlands,2013,21.0,PSV,1564.0,1.0,2014-01-01
2014,Netherlands,21,FW,Memphis Depay,1994-02-13,6,,PSV Eindhoven,Netherlands,Netherlands,2013,21.0,PSV,1564.0,1.0,2014-01-01
2014,Netherlands,22,GK,Michel Vorm,1983-10-20,14,,Swansea City,Wales,England,2013,2.0,Swansea,1687.7,1.0,2014-01-01
2014,Netherlands,23,GK,Tim Krul,1988-04-03,5,,Newcastle United,England,England,2013,2.0,Newcastle,1733.8,1.0,2014-01-01
2014,Spain,1,GK,Iker Casillas,1981-05-20,154,,Real Madrid,Spain,Spain,2013,1.0,Real Madrid,2025.2,1.0,2014-01-01
2014,Spain,2,DF,Raúl Albiol,1985-09-04,46,,Napoli,Italy,Italy,2013,4.0,Napoli,1784.5,1.0,2014-01-01
2014,Spain,3,DF,Gerard Piqué,1987-02-02,60,,Barcelona,Spain,Spain,2013,1.0,Barcelona,2039.1,1.0,2014-01-01
2014,Spain,4,MF,Javi Martínez,1988-09-02,17,,Bayern Munich,Germany,Germany,2013,3.0,Bayern,2080.9,1.0,2014-01-01
2014,Spain,5,DF,Juanfran,1985-01-09,8,,Atlético Madrid,Spain,Spain,2013,1.0,Atletico,1926.3,1.0,2014-01-01
2014,Spain,6,MF,Andrés Iniesta,1984-05-11,97,,Barcelona,Spain,Spain,2013,1.0,Barcelona,2039.1,1.0,2014-01-01
2014,Spain,7,FW,David Villa,1981-12-03,96,,Atlético Madrid [48],Spain,Spain,2013,1.0,,,,
2014,Spain,8,MF,Xavi,1980-01-25,132,,Barcelona,Spain,Spain,2013,1.0,Barcelona,2039.1,1.0,2014-01-01
2014,Spain,9,FW,Fernando Torres,1984-03-20,107,,Chelsea,England,England,2013,2.0,Chelsea,1908.1,1.0,2014-01-01
2014,Spain,10,MF,Cesc Fàbregas,1987-05-04,89,,Barcelona [49],Spain,Spain,2013,1.0,Barcelona,2039.1,1.0,2014-01-01
2014,Spain,11,FW,Pedro,1987-07-28,40,,Barcelona,Spain,Spain,2013,1.0,Barcelona,2039.1,1.0,2014-01-01
2014,Spain,12,GK,David de Gea,1990-11-07,1,,Manchester United,England,England,2013,2.0,Man United,1920.7,1.0,2014-01-01
2014,Spain,13,MF,Juan Mata,1988-04-28,33,,Manchester United,England,England,2013,2.0,Man United,1920.7,1.0,2014-01-01
2014,Spain,14,MF,Xabi Alonso,1981-11-25,111,,Real Madrid,Spain,Spain,2013,1.0,Real Madrid,2025.2,1.0,2014-01-01
2014,Spain,15,DF,Sergio Ramos,1986-03-30,117,,Real Madrid,Spain,Spain,2013,1.0,Real Madrid,2025.2,1.0,2014-01-01
2014,Spain,16,MF,Sergio Busquets,1988-07-16,65,,Barcelona,Spain,Spain,2013,1.0,Barcelona,2039.1,1.0,2014-01-01
2014,Spain,17,MF,Koke,1992-01-08,8,,Atlético Madrid,Spain,Spain,2013,1.0,Atletico,1926.3,1.0,2014-01-01
2014,Spain,18,DF,Jordi Alba,1989-03-21,26,,Barcelona,Spain,Spain,2013,1.0,Barcelona,2039.1,1.0,2014-01-01
2014,Spain,19,FW,Diego Costa,1988-10-07,2,,Atlético Madrid,Spain,Spain,2013,1.0,Atletico,1926.3,1.0,2014-01-01
2014,Spain,20,MF,Santi Cazorla,1984-12-13,64,,Arsenal,England,England,2013,2.0,Arsenal,1895.5,1.0,2014-01-01
2014,Spain,21,MF,David Silva,1986-01-08,80,,Manchester City,England,England,2013,2.0,Man City,1941.7,1.0,2014-01-01
2014,Spain,22,DF,César Azpilicueta,1989-08-28,6,,Chelsea,England,England,2013,2.0,Chelsea,1908.1,1.0,2014-01-01
2014,Spain,23,GK,Pepe Reina,1982-08-31,32,,Napoli [50],Italy,Italy,2013,4.0,,,,
2014,Colombia,1,GK,David Ospina,1988-08-31,44,,Nice,France,France,2013,7.0,Nice,1565.4,1.0,2014-01-01
2014,Colombia,2,DF,Cristián Zapata,1986-09-30,24,,Milan,Italy,Italy,2013,4.0,Milan,1742.4,1.0,2014-01-01
2014,Colombia,3,DF,Mario Yepes,1976-01-13,98,,Atalanta,Italy,Italy,2013,4.0,Atalanta,1557.6,1.0,2014-01-01
2014,Colombia,4,DF,Santiago Arias,1992-01-13,6,,PSV Eindhoven,Netherlands,Netherlands,2013,21.0,PSV,1564.0,1.0,2014-01-01
2014,Colombia,5,MF,Carlos Carbonero,1990-07-25,1,,River Plate,Argentina,Argentina,2013,6.0,,,,
2014,Colombia,6,MF,Carlos Sánchez,1986-02-06,44,,Elche,Spain,Spain,2013,1.0,Elche,1616.0,1.0,2014-01-01
2014,Colombia,7,DF,Pablo Armero,1986-11-02,53,,West Ham United [53],England,England,2013,2.0,,,,
2014,Colombia,8,MF,Abel Aguilar,1985-01-06,49,,Toulouse,France,France,2013,7.0,Toulouse,1580.2,1.0,2014-01-01
2014,Colombia,9,FW,Teófilo Gutiérrez,1985-05-17,30,,River Plate,Argentina,Argentina,2013,6.0,,,,
2014,Colombia,10,MF,James Rodríguez,1991-07-12,22,,Monaco,France,France,2013,7.0,Monaco,1647.9,1.0,2014-01-01
2014,Colombia,11,MF,Juan Cuadrado,1988-05-26,28,,Fiorentina,Italy,Italy,2013,4.0,Fiorentina,1757.6,1.0,2014-01-01
2014,Colombia,12,GK,Camilo Vargas,1989-03-09,0,,Santa Fe,Colombia,Colombia,2013,9.0,,,,
2014,Colombia,13,MF,Fredy Guarín,1986-06-30,49,,Inter Milan,Italy,Italy,2013,4.0,Inter,1679.9,1.0,2014-01-01
2014,Colombia,14,FW,Víctor Ibarbo,1990-05-19,9,,Cagliari,Italy,Italy,2013,4.0,Cagliari,1598.4,1.0,2014-01-01
2014,Colombia,15,MF,Alexander Mejía,1988-07-11,8,,Atlético Nacional,Colombia,Colombia,2013,9.0,,,,
2014,Colombia,16,DF,Éder Álvarez Balanta,1993-02-28,3,,River Plate,Argentina,Argentina,2013,6.0,,,,
2014,Colombia,17,FW,Carlos Bacca,1986-09-08,11,,Sevilla,Spain,Spain,2013,1.0,Sevilla,1762.6,1.0,2014-01-01
2014,Colombia,18,DF,Juan Camilo Zúñiga,1985-12-14,50,,Napoli,Italy,Italy,2013,4.0,Napoli,1784.5,1.0,2014-01-01
2014,Colombia,19,FW,Adrián Ramos,1986-01-22,26,,Hertha BSC,Germany,Germany,2013,3.0,Hertha,1719.3,1.0,2014-01-01
2014,Colombia,20,MF,Juan Fernando Quintero,1993-01-18,4,,Porto,Portugal,Portugal,2013,18.0,Porto,1806.6,1.0,2014-01-01
2014,Colombia,21,FW,Jackson Martínez,1986-10-03,27,,Porto,Portugal,Portugal,2013,18.0,Porto,1806.6,1.0,2014-01-01
2014,Colombia,22,GK,Faryd Mondragón,1971-06-21,50,,Deportivo Cali,Colombia,Colombia,2013,9.0,,,,
2014,Colombia,23,DF,Carlos Valdés,1985-05-22,14,,San Lorenzo [54],Argentina,Argentina,2013,6.0,,,,
2014,Greece,1,GK,Orestis Karnezis,1985-07-11,19,,Granada [56],Spain,Spain,2013,1.0,Granada,1664.7,1.0,2014-01-01
2014,Greece,2,MF,Giannis Maniatis,1986-10-12,30,,Olympiacos,Greece,Greece,2013,22.0,Olympiakos,1760.8,1.0,2014-01-01
2014,Greece,3,DF,Giorgos Tzavellas,1987-11-26,13,,PAOK,Greece,Greece,2013,22.0,PAOK,1574.5,1.0,2014-01-01
2014,Greece,4,DF,Kostas Manolas,1991-06-14,9,,Olympiacos,Greece,Greece,2013,22.0,Olympiakos,1760.8,1.0,2014-01-01
2014,Greece,5,DF,Vangelis Moras,1981-08-26,19,,Hellas Verona,Italy,Italy,2013,4.0,Verona,1598.1,1.0,2014-01-01
2014,Greece,6,MF,Alexandros Tziolis,1985-02-13,49,,Kayserispor [57],Turkey,Turkey,2013,13.0,,,,
2014,Greece,7,FW,Georgios Samaras,1985-02-21,74,,Celtic [58],Scotland,Scotland,2013,25.0,,,,
2014,Greece,8,MF,Panagiotis Kone,1987-07-26,16,,Bologna,Italy,Italy,2013,4.0,Bologna,1574.2,1.0,2014-01-01
2014,Greece,9,FW,Kostas Mitroglou,1988-03-12,32,,Fulham,England,England,2013,2.0,Fulham,1623.8,1.0,2014-01-01
2014,Greece,10,MF,Giorgos Karagounis,1977-03-06,135,,Fulham,England,England,2013,2.0,Fulham,1623.8,1.0,2014-01-01
2014,Greece,11,DF,Loukas Vyntra,1981-02-05,50,,Levante,Spain,Spain,2013,1.0,Levante,1670.7,1.0,2014-01-01
2014,Greece,12,GK,Panagiotis Glykos,1986-06-03,2,,PAOK,Greece,Greece,2013,22.0,PAOK,1574.5,1.0,2014-01-01
2014,Greece,13,GK,Stefanos Kapino,1994-03-18,2,,Panathinaikos,Greece,Greece,2013,22.0,Panathinaikos,1499.8,1.0,2014-01-01
2014,Greece,14,FW,Dimitris Salpingidis,1981-08-18,76,,PAOK,Greece,Greece,2013,22.0,PAOK,1574.5,1.0,2014-01-01
2014,Greece,15,DF,Vasilis Torosidis,1985-06-10,66,,Roma,Italy,Italy,2013,4.0,Roma,1754.0,1.0,2014-01-01
2014,Greece,16,MF,Lazaros Christodoulopoulos,1986-12-19,19,,Bologna,Italy,Italy,2013,4.0,Bologna,1574.2,1.0,2014-01-01
2014,Greece,17,FW,Theofanis Gekas,1980-05-23,72,,Konyaspor,Turkey,Turkey,2013,13.0,Konyaspor,1412.0,1.0,2014-01-01
2014,Greece,18,MF,Giannis Fetfatzidis,1990-12-21,19,,Genoa,Italy,Italy,2013,4.0,Genoa,1576.5,1.0,2014-01-01
2014,Greece,19,DF,Sokratis Papastathopoulos,1988-06-09,47,,Borussia Dortmund,Germany,Germany,2013,3.0,Dortmund,1898.8,1.0,2014-01-01
2014,Greece,20,DF,José Holebas,1984-06-27,22,,Olympiacos,Greece,Greece,2013,22.0,Olympiakos,1760.8,1.0,2014-01-01
2014,Greece,21,MF,Kostas Katsouranis,1979-06-21,111,,PAOK,Greece,Greece,2013,22.0,PAOK,1574.5,1.0,2014-01-01
2014,Greece,22,MF,Andreas Samaris,1989-06-13,4,,Olympiacos,Greece,Greece,2013,22.0,Olympiakos,1760.8,1.0,2014-01-01
2014,Greece,23,MF,Panagiotis Tachtsidis,1991-02-15,6,,Torino,Italy,Italy,2013,4.0,Torino,1611.4,1.0,2014-01-01
2014,Ivory Coast,1,GK,Boubacar Barry,1979-12-30,77,,Lokeren,Belgium,Belgium,2013,16.0,Lokeren,1477.2,1.0,2014-01-01
2014,Ivory Coast,2,DF,Ousmane Viera,1986-12-21,1,,Çaykur Rizespor,Turkey,Turkey,2013,13.0,,,,
2014,Ivory Coast,3,DF,Arthur Boka,1983-04-02,78,,VfB Stuttgart,Germany,Germany,2013,3.0,Stuttgart,1666.6,1.0,2014-01-01
2014,Ivory Coast,4,DF,Kolo Touré,1981-03-19,107,,Liverpool,England,England,2013,2.0,Liverpool,1833.9,1.0,2014-01-01
2014,Ivory Coast,5,DF,Didier Zokora,1980-12-14,119,,Trabzonspor [60],Turkey,Turkey,2013,13.0,Trabzonspor,1586.4,1.0,2014-01-01
2014,Ivory Coast,6,FW,Mathis Bolly,1990-11-14,4,,Fortuna Düsseldorf,Germany,Germany,2013,3.0,Duesseldorf,1526.0,2.0,2014-01-01
2014,Ivory Coast,7,DF,Jean-Daniel Akpa Akpro,1992-10-11,1,,Toulouse,France,France,2013,7.0,Toulouse,1580.2,1.0,2014-01-01
2014,Ivory Coast,8,FW,Salomon Kalou,1985-08-05,67,,Lille,France,France,2013,7.0,Lille,1716.8,1.0,2014-01-01
2014,Ivory Coast,9,MF,Cheick Tioté,1986-06-21,43,,Newcastle United,England,England,2013,2.0,Newcastle,1733.8,1.0,2014-01-01
2014,Ivory Coast,10,FW,Gervinho,1987-05-27,53,,Roma,Italy,Italy,2013,4.0,Roma,1754.0,1.0,2014-01-01
2014,Ivory Coast,11,FW,Didier Drogba,1978-03-11,101,,Galatasaray,Turkey,Turkey,2013,13.0,Galatasaray,1713.5,1.0,2014-01-01
2014,Ivory Coast,12,FW,Wilfried Bony,1988-12-10,24,,Swansea City,Wales,England,2013,2.0,Swansea,1687.7,1.0,2014-01-01
2014,Ivory Coast,13,FW,Didier Ya Konan,1984-05-22,25,,Hannover 96,Germany,Germany,2013,3.0,Hannover,1667.4,1.0,2014-01-01
2014,Ivory Coast,14,MF,Ismaël Diomandé,1992-08-28,2,,Saint-Étienne,France,France,2013,7.0,Saint-Etienne,1641.4,1.0,2014-01-01
2014,Ivory Coast,15,FW,Max Gradel,1987-11-30,26,,Saint-Étienne,France,France,2013,7.0,Saint-Etienne,1641.4,1.0,2014-01-01
2014,Ivory Coast,16,GK,Sylvain Gbohouo,1988-10-29,2,,Séwé Sport,Ivory Coast,Ivory Coast,2013,80.0,,,,
2014,Ivory Coast,17,DF,Serge Aurier,1992-12-24,8,,Toulouse,France,France,2013,7.0,Toulouse,1580.2,1.0,2014-01-01
2014,Ivory Coast,18,DF,Constant Djakpa,1986-10-17,5,,Eintracht Frankfurt,Germany,Germany,2013,3.0,Frankfurt,1683.3,1.0,2014-01-01
2014,Ivory Coast,19,MF,Yaya Touré,1983-05-13,82,,Manchester City,England,England,2013,2.0,Man City,1941.7,1.0,2014-01-01
2014,Ivory Coast,20,MF,Serey Dié,1984-11-07,7,,Basel,Switzerland,Switzerland,2013,12.0,Basel,1682.1,1.0,2014-01-01
2014,Ivory Coast,21,FW,Giovanni Sio,1989-03-31,7,,Basel,Switzerland,Switzerland,2013,12.0,Basel,1682.1,1.0,2014-01-01
2014,Ivory Coast,22,DF,Sol Bamba,1985-01-13,43,,Trabzonspor,Turkey,Turkey,2013,13.0,Trabzonspor,1586.4,1.0,2014-01-01
2014,Ivory Coast,23,GK,Sayouba Mandé,1993-06-15,1,,Stabæk,Norway,Norway,2013,29.0,,,,
2014,Japan,1,GK,Eiji Kawashima,1983-03-20,56,,Standard Liège,Belgium,Belgium,2013,16.0,Standard,1554.2,1.0,2014-01-01
2014,Japan,2,DF,Atsuto Uchida,1988-03-27,68,,Schalke 04,Germany,Germany,2013,3.0,Schalke,1786.5,1.0,2014-01-01
2014,Japan,3,DF,Gōtoku Sakai,1991-03-14,12,,VfB Stuttgart,Germany,Germany,2013,3.0,Stuttgart,1666.6,1.0,2014-01-01
2014,Japan,4,MF,Keisuke Honda,1986-06-13,56,,Milan,Italy,Italy,2013,4.0,Milan,1742.4,1.0,2014-01-01
2014,Japan,5,DF,Yuto Nagatomo,1986-09-12,70,,Inter Milan,Italy,Italy,2013,4.0,Inter,1679.9,1.0,2014-01-01
2014,Japan,6,DF,Masato Morishige,1987-05-21,10,,FC Tokyo,Japan,Japan,2013,30.0,,,,
2014,Japan,7,MF,Yasuhito Endō,1980-01-28,144,,Gamba Osaka,Japan,Japan,2013,30.0,,,,
2014,Japan,8,MF,Hiroshi Kiyotake,1989-11-12,25,,1. FC Nürnberg,Germany,Germany,2013,3.0,Nuernberg,1648.0,1.0,2014-01-01
2014,Japan,9,FW,Shinji Okazaki,1986-04-16,76,,Mainz 05,Germany,Germany,2013,3.0,Mainz,1694.1,1.0,2014-01-01
